year,date,day_night,casualty,city,accident_class,accident_subclass,road_type,longitude,latitude
2012,2012042700,0,1,6,1,3,0,128.60399226,35.89011063
2012,2012030908,1,2,3,0,4,2,127.61885141,34.84349592
2012,2012030621,0,1,2,2,7,0,129.40817894,35.94451447
2012,2012030520,0,3,12,0,1,2,129.20514235,35.19278454
2012,2012031414,1,1,2,2,4,0,129.05208435,36.41901487
2012,2012031406,1,1,12,2,7,0,129.09140149,35.25574955
2012,2012031408,1,1,12,0,0,2,128.96771361,35.10621136
2012,2012031216,1,2,0,0,1,0,127.85157271,35.72278583
2012,2012031201,0,2,10,0,4,2,126.71202748,37.38954023
2012,2012031010,1,2,13,0,1,2,128.20509282,37.08125675
2012,2012031714,1,1,2,0,1,2,128.18255058,36.41139417
2012,2012031504,0,1,10,2,7,0,126.74563624,37.48512284
2012,2012032212,1,2,8,0,1,0,127.42044699,38.24753415
2012,2012032106,1,1,1,1,4,0,127.10700893,37.05210716
2012,2012032013,1,1,15,1,4,0,126.4853162,33.46051552
2012,2012032917,1,4,8,2,10,0,128.00668961,37.36330867
2012,2012032822,0,1,12,1,2,0,129.25290090000001,35.31755514
2012,2012033123,0,2,5,2,7,0,127.15570586,35.85801392
2012,2012033120,0,1,1,2,6,0,126.97986313,37.34331179
2012,2012040422,0,2,5,0,5,0,127.62534773,35.46575761
2012,2012040900,0,1,0,1,3,0,128.00847343,35.37248382
2012,2012040819,0,1,1,0,1,2,127.05489374,37.14612151
2012,2012021615,1,2,8,0,4,0,128.00402019,37.82286099
2012,2012021610,1,1,1,0,4,0,127.01640563,37.28206435
2012,2012022408,1,1,6,2,4,0,128.57347745,35.87928002
2012,2012022102,0,1,2,1,3,0,128.85987443,36.91248875
2012,2012022118,0,1,12,2,9,0,129.01602581,35.10939451
2012,2012022823,0,4,11,2,7,0,126.97236719,37.55250334
2012,2012022910,1,1,1,0,1,0,127.07731343,38.11065611
2012,2012022912,1,1,5,2,7,0,126.8461235,35.57137471
2012,2012022909,1,1,5,1,3,0,127.53187556,35.44116665
2012,2012022706,1,2,12,0,0,0,129.11110081,35.17026133
2012,2012022514,1,1,13,2,4,2,127.76751446,36.16547113
2012,2012022520,0,1,1,1,3,0,127.2368617,37.01315465
2012,2012030404,0,2,1,1,3,0,127.19133951,37.72358741
2012,2012011816,1,1,5,2,4,0,127.38910314,35.40829877
2012,2012011607,1,1,6,2,4,0,128.55194572,35.808291600000004
2012,2012012018,0,1,1,2,7,0,127.20548698,37.53759529
2012,2012012007,1,2,13,2,7,2,127.46464185,36.63507625
2012,2012011907,1,1,4,1,8,0,127.17431116,36.6840921
2012,2012012516,1,1,10,0,4,0,126.66114280000001,37.49933513
2012,2012020210,1,1,6,2,7,0,128.51585836,35.85042606
2012,2012020106,1,1,12,2,7,0,129.07525031,35.12466988
2012,2012013117,1,2,13,1,2,0,128.2764994,37.18576073
2012,2012013121,0,1,1,2,6,0,126.76090615,37.60435852
2012,2012013102,0,1,0,2,9,0,128.48200742,35.11385156
2012,2012020605,0,1,9,1,3,0,127.38105996,36.43942092
2012,2012020700,0,2,1,0,0,2,127.10427790000001,37.26134313
2012,2012020406,1,1,11,2,4,0,126.93951585,37.51580222
2012,2012020216,1,3,2,0,0,0,129.16489081,35.87646842
2012,2012021308,1,1,2,1,2,0,128.71378383,36.99714383
2012,2012021205,0,1,11,2,6,0,127.03680975,37.61256004
2012,2012021017,1,14,2,0,5,0,128.65627722,36.47655613
2012,2012021223,0,1,1,0,4,0,126.85561777,37.31835408
2012,2012022017,1,2,1,2,7,0,126.76627376,37.77496659
2012,2012021715,1,1,4,0,1,2,126.79999264,36.44886803
2012,2012021700,0,1,6,2,7,0,128.62986382,35.86679916
2012,2012021712,1,1,2,0,1,0,129.20708473,35.83840115
2012,2012022220,0,1,9,2,7,0,127.42146913,36.33218058
2012,2012022222,0,1,9,2,7,0,127.42945811,36.36928398
2012,2012022113,1,1,3,0,1,2,126.37364645,34.74887086
2012,2012022116,1,1,8,1,8,0,127.60810052,37.999517700000006
2012,2012022106,1,1,1,2,7,0,126.85107466,37.47238194
2012,2012022415,1,1,5,2,7,0,127.53437567,35.4387675
2012,2012022407,1,1,3,1,3,2,126.51741569,35.06041298
2012,2012022503,0,1,7,0,0,2,126.92925443,35.14928987
2012,2012022610,1,3,2,1,3,0,128.98091128,36.99174067
2012,2012022603,0,1,1,1,8,2,126.93712368,37.32314157
2012,2012030220,0,1,1,1,3,0,126.84470012,37.03450635
2012,2012030112,1,1,1,1,3,0,126.81442472,37.88856798
2012,2012022923,0,2,1,2,7,2,126.88188668,36.98276567
2012,2012011820,0,1,15,1,3,0,126.34207295,33.25454416
2012,2012011814,1,1,4,2,9,2,126.58966784,36.44469073
2012,2012011610,1,2,1,0,0,0,127.1787389,37.00424957
2012,2012011615,1,1,1,0,0,0,127.05673902,37.91898594
2012,2012012102,0,1,11,2,9,2,126.97369623,37.53415778
2012,2012020211,1,1,14,0,5,2,129.13799277,35.59992875
2012,2012020509,1,3,10,1,3,0,126.47543968,37.44136579
2012,2012020607,1,1,0,0,1,0,128.37325443,35.06592919
2012,2012020306,1,1,9,0,0,0,127.31374095,36.320061700000004
2012,2012020809,1,1,1,0,1,2,126.91580791,37.41135492
2012,2012021311,1,1,11,0,4,2,127.07365255,37.55960054
2012,2012021301,0,3,4,0,5,0,127.14036257,36.78992707
2012,2012021203,0,2,7,0,1,0,126.90493084,35.1335553
2012,2012021223,0,1,11,0,5,0,127.04617672,37.55153019
2012,2012021614,1,1,6,2,4,0,128.62807489,35.83903887
2012,2012021609,1,1,1,1,8,0,126.91047197,37.78637568
2012,2012022022,0,1,8,1,3,0,127.57269629,37.80967611
2012,2012022106,1,1,6,0,4,0,128.61955106,35.85964716
2012,2012022101,0,1,1,2,7,2,126.80702692,37.74576751
2012,2012022006,1,1,1,0,4,0,126.77983841,37.75670866
2012,2012022719,0,1,6,2,7,0,128.62778508,35.87877335
2012,2012022708,1,1,1,0,1,2,127.53691299,37.07835302
2012,2012022702,0,2,4,1,3,2,126.55086514,36.33333287
2012,2012022714,1,1,6,2,7,0,128.59439243,35.89457105
2012,2012022502,0,1,11,0,4,0,127.07962218,37.60141746
2012,2012030301,0,1,2,1,3,0,129.36469917,36.04244608
2012,2012011811,1,1,11,2,7,0,126.94253422,37.47967213
2012,2012011813,1,1,5,1,3,0,127.18679835,35.55187689
2012,2012011822,0,1,13,2,4,0,128.19983551,37.14450359
2012,2012011811,1,1,2,1,3,0,128.28114132,35.76091263
2012,2012011815,1,2,1,0,0,0,126.65483389,37.32501333
2012,2012011512,1,2,11,0,1,0,126.824858,37.53292294
2012,2012011500,0,1,11,2,4,0,126.9196902,37.55384256
2012,2012011419,0,1,1,2,7,0,127.10190725,37.32388281
2012,2012011620,0,2,0,2,4,2,128.61671066,34.89010448
2012,2012012306,1,8,9,0,1,2,127.34664914,36.3546826
2012,2012011914,1,1,14,1,4,0,129.29601069,35.52006522
2012,2012011919,0,1,1,2,7,2,126.89331915,37.45219061
2012,2012012000,0,1,0,1,3,1,129.12594779999998,35.36015258
2012,2012012006,1,1,3,2,7,0,127.73328261,34.63320643
2012,2012020111,1,1,12,2,10,0,129.01778239,35.14788961
2012,2012020217,1,1,4,2,10,0,126.90978074,36.15211723
2012,2012012812,1,1,14,0,5,2,129.33043402,35.52962654
2012,2012020613,1,1,11,2,9,0,126.93088726,37.46739417
2012,2012020702,0,1,6,2,4,0,128.52269454,35.85587666
2012,2012020306,1,1,10,2,7,2,126.63222358,37.46537095
2012,2012020208,1,1,10,2,9,0,126.6896038,37.52260816
2012,2012020920,0,1,6,1,3,0,128.48453325,35.85247194
2012,2012021022,0,1,0,2,4,0,128.06930443,35.20871884
2012,2012020722,0,1,1,0,1,2,126.8789174,37.45738876
2012,2012021412,1,2,14,0,5,0,129.29616067,35.54410651
2012,2012021322,0,1,1,2,7,0,127.13326704,37.60076711
2012,2012021300,0,2,4,0,4,2,127.13296815,36.94645164
2012,2012021801,0,1,2,1,3,0,128.12149958,36.72973806
2012,2012021611,1,1,2,1,8,0,128.96146246,36.47019759
2012,2012022407,1,2,3,1,3,0,126.91576689,35.0794061
2012,2012022419,0,1,0,2,9,0,128.33227073,34.95994187
2012,2012022123,0,1,1,1,4,0,127.12656672,37.45194096
2012,2012030219,0,1,0,0,0,0,128.88189704,35.22782218
2012,2012011706,1,1,14,0,5,2,129.35562483,35.64208258
2012,2012012209,1,1,15,2,6,0,126.42127567,33.25276715
2012,2012011917,1,1,0,2,7,0,128.57570499,35.22945214
2012,2012011918,0,1,13,1,3,2,127.51340716,36.54412787
2012,2012011919,0,1,12,2,4,0,128.98388866,35.09668259
2012,2012012711,1,2,15,0,5,2,126.80009251,33.38184157
2012,2012012718,0,1,1,2,6,0,126.92306845,37.67791916
2012,2012012615,1,1,11,0,4,0,126.86739339,37.51668181
2012,2012020118,0,1,6,2,4,0,128.60975426,35.84726945
2012,2012020119,0,1,11,2,4,0,127.05784743,37.57284633
2012,2012020700,0,1,3,2,7,0,126.39086388,34.79867751
2012,2012020519,0,1,12,2,7,0,129.05018859999998,35.16417706
2012,2012020610,1,2,0,2,4,0,129.02776144,35.31552517
2012,2012020609,1,1,3,0,0,0,126.34736709,34.96256272
2012,2012020607,1,1,11,2,7,0,127.07954187,37.58146136
2012,2012020904,0,1,7,2,7,0,126.91352116,35.1341382
2012,2012020911,1,1,1,0,4,0,126.74438708,37.64814854
2012,2012021712,1,1,3,1,4,0,126.28102339,34.51051828
2012,2012021517,1,2,2,1,3,0,129.44195756,36.72569248
2012,2012021614,1,1,11,2,4,0,126.91140001,37.56428417
2012,2012021521,0,1,3,0,0,0,126.7892419,34.61214175
2012,2012021604,0,1,10,2,7,2,126.64478822,37.60893704
2012,2012022217,1,1,11,2,6,2,127.057248,37.66443842
2012,2012022319,0,1,13,2,7,0,127.92339733,36.98241187
2012,2012022718,0,1,1,1,2,0,126.93281375,37.39045383
2012,2012022721,0,1,2,2,4,0,129.20605735,35.82092678
2012,2012030401,0,1,12,2,7,0,129.09842371,35.18789327
2012,2012030312,1,1,4,2,6,2,127.23821133,36.28576057
2012,2012011806,1,1,12,1,3,0,129.09682800000002,35.25165696
2012,2012012203,0,1,1,1,3,0,127.21181158,37.5530241
2012,2012012204,0,4,11,0,4,2,127.02140530000001,37.510898499999996
2012,2012012210,1,3,15,1,4,0,126.36029712,33.28127429
2012,2012011823,0,1,1,2,7,2,126.73352257,37.34869643
2012,2012012800,0,1,3,0,0,0,127.68930594,34.93090437
2012,2012012809,1,1,0,2,9,0,128.12211717,34.92842215
2012,2012012521,0,1,8,2,6,0,128.50777916,38.3567687
2012,2012012601,0,2,8,0,5,0,129.00789835,37.17328315
2012,2012020115,1,3,6,0,1,0,128.44243683,35.71161178
2012,2012012915,1,1,2,2,4,0,129.32651902,35.71745986
2012,2012012922,0,1,1,2,4,0,127.04608836,36.96101614
2013,2013010502,0,1,9,1,2,0,127.32512788,36.46386455
2013,2013010516,1,1,4,1,3,0,126.67828185,36.77902357
2013,2013010514,1,1,5,1,4,0,127.42247904,35.89534914
2013,2013010419,0,1,1,2,4,0,127.32728966,37.18887349
2013,2013010411,1,1,1,2,7,0,126.83568541,37.32234512
2013,2013011103,0,3,13,0,1,2,127.42265058,36.64623495
2013,2013011022,0,3,11,0,4,0,127.02291407,37.52984208
2013,2013011814,1,1,2,2,9,0,129.05878936,36.35488947
2013,2013011815,1,1,0,1,3,0,128.45790061,35.51792273
2013,2013011318,0,1,1,2,7,0,126.99452075,37.123281
2013,2013092708,1,1,8,2,4,1,128.24008552,37.506521
2013,2013091320,0,2,8,0,5,0,128.48600359999998,37.62889928
2013,2013041312,1,22,1,0,0,0,127.15461558,36.99323935
2013,2013010707,1,1,11,2,7,0,126.90489428,37.53232586
2013,2013010808,1,1,11,2,7,2,126.92360202,37.55748513
2013,2013071222,0,2,5,1,8,0,126.82676570000001,35.5675534
2013,2013080103,0,16,5,0,4,0,126.57272927,35.33202719
2013,2013120705,0,1,7,2,7,0,126.7688524,35.15620978
2013,2013010306,1,1,9,2,7,0,127.41778639,36.36206691
2013,2013123106,1,2,0,0,0,0,128.67002902,35.27204532
2013,2013010811,1,3,1,0,1,0,127.18280032,37.75158699
2013,2013042305,0,2,1,0,0,0,127.18458348,37.57987791
2013,2013070816,1,1,1,0,4,0,126.8007916,37.34988836
2013,2013082905,0,3,4,0,4,0,127.06847335,36.34192125
2013,2013110405,0,1,1,0,4,0,127.56310127,37.27795146
2013,2013082307,1,1,1,1,3,0,127.37104177,36.97469536
2013,2013100410,1,10,5,0,0,0,127.22421711,35.74647087
2013,2013100714,1,2,2,0,0,0,129.00097022,36.05480967
2013,2013061221,0,1,13,2,9,0,127.43205047,36.52604113
2013,2013042906,1,1,9,1,3,0,127.42172117,36.39205198
2013,2013011018,0,3,2,0,5,0,128.64758998,36.97452832
2013,2013011013,1,1,1,1,8,0,127.60218671,37.32774436
2013,2013010919,0,1,12,2,7,2,129.04569313,35.09249315
2013,2013011719,0,1,9,2,7,0,127.43419238,36.32040506
2013,2013011720,0,1,12,2,7,1,129.09332962,35.28023472
2013,2013011718,0,1,5,2,7,0,126.89381137,35.6105928
2013,2013011708,1,2,3,0,1,0,126.66331979,35.31992958
2013,2013011809,1,1,2,0,0,0,128.39627532,35.96487669
2013,2013011607,1,1,4,2,4,0,126.90678584,36.78990199
2013,2013011420,0,2,3,2,7,0,126.74970232,34.31901176
2013,2013011307,1,1,5,1,3,0,126.72147059,35.68236331
2013,2013011501,0,5,5,0,1,0,126.91702189,35.80919063
2013,2013011318,0,3,7,0,1,2,126.81938933,35.20256284
2013,2013012322,0,1,0,2,4,0,128.57837838,35.23300793
2013,2013012220,0,1,4,2,7,0,126.40733967,36.96956609
2013,2013012318,0,1,5,0,0,2,127.31330423,35.57630356
2013,2013012314,1,1,5,2,7,2,127.40727306,35.42985525
2013,2013012304,0,1,1,0,0,0,127.14039966,37.810663899999994
2013,2013011921,0,3,9,0,4,2,127.41896163,36.3326477
2013,2013012011,1,1,12,0,1,0,129.05218201,35.16623425
2013,2013012106,1,1,12,2,7,0,129.06229563,35.16056835
2013,2013012113,1,1,12,2,4,0,129.03679014,35.09097441
2013,2013013002,0,1,3,1,8,0,127.71052167,34.99343272
2013,2013013107,1,1,12,0,4,0,129.08046426,35.11053688
2013,2013012816,1,1,13,1,3,0,127.77389623,36.4170966
2013,2013012817,1,1,5,0,1,2,126.90900654,35.80194764
2013,2013012913,1,1,12,2,7,2,128.99967562,35.08952777
2013,2013012810,1,1,1,2,6,2,126.91179776,37.135890100000005
2013,2013020522,0,1,15,2,7,2,126.54380993,33.50068295
2013,2013020418,0,1,1,2,4,0,127.22152204,37.63599859
2013,2013020422,0,1,1,2,9,2,127.19144333,37.62733396
2013,2013020523,0,2,8,1,8,0,128.20947244,38.12180184
2013,2013013107,1,1,1,2,7,2,127.0886132,36.993046
2013,2013020119,0,2,15,0,1,2,126.61069859,33.46777384
2013,2013020204,0,1,1,1,3,0,127.20259498,37.896642
2013,2013020122,0,1,1,2,7,2,127.19139774,37.62739693
2013,2013021200,0,1,3,1,8,0,127.35846664,35.24844145
2013,2013010800,0,1,1,2,4,2,126.86890915,37.30797871
2013,2013011101,0,1,1,2,7,0,126.77980286,37.48317282
2013,2013011100,0,1,10,2,4,2,126.67410846,37.59364847
2013,2013011719,0,1,11,2,7,2,127.04307448,37.58678799
2013,2013011901,0,5,2,1,3,0,128.39057366,35.99733034
2013,2013011417,1,1,1,2,7,0,126.91040949,37.13107887
2013,2013011418,0,1,1,2,6,0,127.22692778,37.27854571
2013,2013011416,1,1,1,1,3,0,126.82161599,37.61037628
2013,2013011309,1,1,2,1,3,0,128.64963753,36.89847527
2013,2013011320,0,1,2,1,4,1,128.98946275,35.871479
2013,2013011314,1,5,13,0,4,0,127.55472374,36.71841186
2013,2013011317,1,1,13,1,2,0,127.34621719,36.64748779999999
2013,2013011409,1,1,13,2,7,0,127.58238634,36.78500632
2013,2013011318,0,1,5,2,4,0,127.27146599,35.84297144
2013,2013011316,1,1,5,2,4,0,127.14864565,35.91685934
2013,2013011315,1,1,5,1,4,0,127.17635964,35.91569303
2013,2013012508,1,1,9,0,1,2,127.38511880000001,36.34261808
2013,2013012120,0,2,1,0,0,0,126.80767900000001,37.33635419
2013,2013071112,1,2,1,2,4,0,126.80442085,37.63163169
2013,2013081400,0,1,1,0,4,0,127.11404776,37.29159917
2013,2013101507,1,11,1,0,0,0,127.04273442,37.17944544
2013,2013010313,1,3,6,0,4,0,128.68002037,35.894706799999994
2013,2013040717,1,1,1,0,4,0,127.30672916,36.97551855
2013,2013061013,1,1,1,2,4,0,127.05848566,37.29698456
2013,2013032404,0,1,1,1,3,0,127.01607592,37.71896032
2013,2013052904,0,1,1,0,0,0,127.04817148,37.69719445
2013,2013020610,1,1,13,2,7,0,127.46146494,36.63090132
2012,2012032015,1,1,8,1,4,0,128.64697079,37.38344823
2013,2013020301,0,3,12,0,5,0,128.977666,35.13968494
2013,2013020303,0,2,4,1,2,0,127.16217273,36.82841156
2013,2013020306,1,1,0,2,7,0,128.78258697,35.1251725
2013,2013020206,1,1,1,2,7,2,127.06308126,37.11262831
2013,2013021109,1,1,11,1,12,0,127.08273582,37.63417428
2013,2013021017,1,9,1,0,1,2,127.04986372,36.94276792
2013,2013021321,0,1,13,2,4,0,127.41959352,36.86372399
2013,2013021307,1,1,1,2,6,0,127.54890068,37.29714897
2013,2013020806,1,1,8,1,3,0,127.80582747,38.02156668
2013,2013010718,0,2,3,0,0,0,126.48763415,35.02465052
2013,2013031016,1,2,3,0,0,0,126.4826622,35.15148467
2013,2013021321,0,2,3,0,0,0,126.49885358,34.90982176
2013,2013102311,1,1,11,1,3,0,127.13332497,37.47799361
2013,2013111918,0,1,13,0,0,0,127.9653666,36.21196296
2013,2013113014,1,3,2,0,5,0,128.32316683,35.74069793
2013,2013122806,1,2,2,0,5,0,128.29376934,35.71589391
2013,2013111205,0,2,2,0,0,0,128.14704481,36.630818299999994
2013,2013010618,0,1,1,2,4,0,127.26104666,37.08304887
2013,2013010316,1,5,0,0,0,0,128.55501772,35.16780721
2013,2013011016,1,1,12,2,4,2,129.01644075,35.11757602
2013,2013010818,0,1,8,2,7,0,129.10279483,37.53711854
2013,2013062510,1,1,3,1,2,0,127.69389082,34.98777853
2013,2013011404,0,2,13,0,0,0,127.47297192,36.941287
2012,2012012905,0,2,1,0,0,0,127.11430937,36.99845977
2012,2012020607,1,5,1,0,1,0,126.97772167,37.73066707
2012,2012020607,1,1,3,1,8,0,127.35564419,34.82935566
2012,2012020322,0,1,11,2,4,0,126.92985536,37.48860717
2012,2012021009,1,1,10,2,7,0,126.74145572,37.53610315
2013,2013022301,0,2,8,0,5,0,129.05112294,37.615891999999995
2013,2013012200,0,1,11,2,9,0,127.09475846,37.62627537
2013,2013012122,0,1,11,2,7,0,127.14017633,37.51861022
2013,2013012923,0,1,13,2,4,0,127.49441356,36.62339342
2013,2013012823,0,1,14,2,4,0,129.10573222,35.57143256
2013,2013012923,0,1,14,2,4,2,129.42919343,35.50248419
2013,2013013019,0,1,14,1,3,0,129.03720349,35.61914357
2013,2013012817,1,3,8,0,4,0,127.98673131,37.79417286
2013,2013020609,1,1,4,0,5,0,127.14227818,36.35880732
2013,2013020301,0,1,13,2,6,2,127.46673877,36.64903203
2013,2013020504,0,1,12,1,3,2,129.04641954,35.15647141
2013,2013020300,0,2,1,2,4,2,126.87193596,37.00816978
2013,2013020219,0,1,1,2,7,0,127.52681507,37.22023927
2013,2013020904,0,1,9,1,3,0,127.25421868,36.28048442
2013,2013021107,1,3,6,0,0,0,128.62380157,35.83986327
2013,2013020619,0,1,9,2,4,2,127.41321601,36.3593203
2013,2013020710,1,1,12,2,7,0,129.10331848,35.21398382
2013,2013020621,0,2,4,0,5,2,127.10638822,36.79719621
2013,2013021617,1,1,1,1,2,0,127.01777484,37.8941282
2013,2013021822,0,1,6,1,3,0,128.54943309,35.83939078
2013,2013021808,1,1,2,2,7,2,128.29734144,36.23760921
2013,2013021420,0,1,15,0,0,0,126.18221822,33.3397696
2013,2013021418,0,1,0,2,4,1,128.73111073,34.87535706
2013,2013021318,0,1,4,0,0,0,126.71264427,36.75124779
2013,2013010705,0,3,8,1,3,2,129.10569003,37.54171262
2013,2013010518,0,2,2,2,7,2,128.83321254,35.95632164
2013,2013011122,0,1,6,2,4,0,128.55478086,35.89203149
2013,2013011119,0,1,9,2,6,2,127.41547933,36.35871789
2013,2013011701,0,1,10,2,7,2,126.68399947,37.49624139
2013,2013011516,1,1,1,1,3,0,127.38266103,37.33050659
2013,2013011600,0,1,14,2,4,0,129.3461289,35.57586905
2013,2013012318,0,1,1,2,7,2,126.8355341,37.62561409
2013,2013012115,1,1,8,0,4,0,127.69793595,37.98413296
2013,2013012906,1,1,1,2,4,2,127.43951382,37.18154726
2013,2013013015,1,1,1,0,1,0,127.04784915,37.73531031
2013,2013013005,0,1,11,2,7,0,126.98939697,37.57037984
2013,2013013106,1,1,7,2,7,0,126.89059454,35.17228889
2013,2013013015,1,1,2,2,7,2,128.72880859,36.56316417
2013,2013013119,0,1,2,0,1,2,128.41573318,36.16180844
2013,2013020521,0,7,2,0,1,0,128.17672159,36.12803893
2013,2013020521,0,1,14,0,0,2,129.35123653,35.62515691
2013,2013020223,0,2,11,0,0,2,127.05740553,37.57288974
2013,2013070100,0,2,13,0,0,0,127.74840087,36.45672033
2013,2013070912,1,5,2,0,0,0,128.56271283,36.70956095
2013,2013101521,0,1,13,2,4,0,127.37092208,36.65854062
2013,2013091405,0,2,13,0,0,0,127.65323891,36.47367581
2013,2013110715,1,2,13,1,2,0,127.37453583,36.67253565
2012,2012020618,0,1,1,2,6,0,127.15768732,37.35873368
2012,2012021508,1,1,0,1,3,0,127.86833714,35.42920285
2012,2012021503,0,1,11,0,1,2,126.89847792,37.47578752
2012,2012021709,1,1,4,0,1,0,126.77481169,36.54301441
2012,2012021423,0,1,1,0,5,0,127.11660641,37.42748193
2012,2012022211,1,5,5,0,4,2,127.11356976,35.81793535
2012,2012022208,1,1,5,0,1,2,126.83795745,35.5699867
2012,2012022117,1,1,0,2,7,0,128.40939946,34.83367103
2012,2012022122,0,1,5,1,2,2,127.51299137,35.4471032
2012,2012022114,1,1,2,2,7,0,128.40150864,35.98135413
2012,2012022812,1,1,5,1,8,0,126.64173275,35.89798737
2012,2012022606,1,1,6,1,3,2,128.54651726,35.919944
2012,2012022623,0,3,2,1,4,0,129.33580337,36.03081277
2012,2012022622,0,1,2,2,7,0,129.34415256,35.99953963
2012,2012030319,0,1,5,2,4,0,127.30653739,35.36058577
2012,2012030310,1,1,5,0,1,0,127.21481587,35.98150805
2012,2012030207,1,1,8,0,5,0,127.90544148,37.41639359
2012,2012022921,0,1,8,1,3,0,127.61209918,37.65453521
2012,2012011720,0,1,8,2,7,0,127.72839609,37.89918458
2012,2012011612,1,1,1,2,9,2,127.03660847,37.74704694
2012,2012011418,0,1,11,2,4,2,126.99862395,37.56224416
2012,2012011617,1,1,11,2,6,2,126.94737123,37.54004052
2012,2012011919,0,1,5,2,4,2,126.67874945,35.59044791
2012,2012012519,0,2,8,0,0,0,128.92163397,37.73721186
2012,2012012514,1,1,8,1,8,0,128.36219058,37.37964824
2012,2012012420,0,1,5,2,7,2,126.71675611,35.98832419
2012,2012020517,1,2,1,0,5,0,126.74138884,37.39835827
2012,2012020601,0,1,10,2,4,0,126.71820667,37.54373909
2012,2012020620,0,2,2,0,4,2,129.20258239,35.78726007
2012,2012020507,1,1,10,1,3,0,126.42091841,37.64092828
2012,2012020612,1,1,0,2,7,1,128.511086,35.14574826
2012,2012020400,0,2,2,0,4,2,128.38552667,36.08367355
2012,2012020412,1,1,11,2,4,0,127.05820995,37.59007243
2012,2012020403,0,1,14,0,1,0,129.30786779,35.48724394
2012,2012020818,0,1,14,0,1,0,129.33794464,35.42120361
2012,2012021505,0,1,1,2,4,2,126.81678906,37.52661218
2013,2013031819,0,3,2,0,0,0,128.87502044,36.00960454
2013,2013030914,1,2,2,0,0,0,128.5802334,36.38835569
2013,2013012111,1,6,1,0,0,0,127.09408570000001,37.19310674
2013,2013022421,0,2,1,0,0,0,127.44478594,37.11999187
2013,2013101117,1,6,1,0,5,0,126.79790923,37.346599299999994
2013,2013071707,1,1,13,0,0,0,127.47130591,36.55161673
2013,2013071303,0,20,2,0,0,0,128.74241885,35.7168495
2013,2013073017,1,4,0,0,5,1,128.06667017,35.70568185
2013,2013081121,0,1,2,0,0,0,128.48160155,36.87764522
2013,2013011903,0,5,13,0,0,0,127.40196577,36.60953953
2013,2013101705,0,1,4,0,0,0,126.58507388,36.52606891
2013,2013012206,1,2,1,2,4,0,126.90719597,37.4158279
2013,2013012007,1,8,1,0,1,0,126.89932275,37.64967014
2013,2013012007,1,2,1,1,2,0,127.08399533,37.27667846
2013,2013012116,1,2,2,0,5,0,128.14915653,36.64655118
2013,2013012104,0,2,13,1,3,0,127.89326458,36.96072768
2013,2013012022,0,1,10,2,7,1,126.6741862,37.4603357
2013,2013022008,1,4,0,1,3,2,127.64971761,35.53183117
2013,2013012006,1,1,4,0,0,0,126.78041262,36.88000745
2013,2013012913,1,1,4,1,3,0,126.99990665,36.73231138
2013,2013013005,0,1,7,2,7,0,126.79436636,35.13609087
2012,2012081207,1,1,2,1,2,0,128.59827965,36.79894871
2013,2013013006,1,17,15,0,1,2,126.89380577,33.49210971
2013,2013012905,0,2,9,2,7,0,127.38307928,36.35766282
2013,2013012720,0,1,4,1,8,1,126.99465168,36.80096305
2013,2013012522,0,1,4,1,3,0,126.49432014,36.73185342
2013,2013012718,0,1,1,2,4,0,126.79471785,37.47997286
2013,2013021123,0,7,2,0,4,0,128.89370009,35.89758267
2013,2013012112,1,2,2,0,0,0,128.36193091,36.09744997
2013,2013091014,1,5,5,1,2,0,126.58544805,35.36136472
2013,2013090905,0,1,5,2,6,0,126.84287409999999,35.85209406
2013,2013101814,1,2,5,0,0,0,126.83998151,35.91243987
2013,2013112818,0,1,4,0,4,0,126.56879268,36.79880576
2013,2013122904,0,3,1,0,0,0,127.34107671,37.31944302
2013,2013110323,0,1,5,0,0,0,126.83914156,35.91349011
2013,2013092902,0,3,1,0,0,0,126.89253066,37.37066695
2013,2013010718,0,1,0,1,4,0,128.43262028,35.62613489
2013,2013010314,1,1,5,2,7,0,126.97655239,35.95849906
2013,2013010307,1,5,8,0,4,0,128.00608256,37.90283642
2013,2013122506,1,3,9,0,4,0,127.37419284,36.40806769
2013,2013022814,1,2,13,1,3,0,128.18782655,37.06671017
2013,2013030200,0,1,1,1,2,0,126.96870767,37.18775406
2013,2013012000,0,2,1,0,0,0,126.88523521,37.25698311
2013,2013010802,0,1,1,2,4,0,127.15582909999999,37.67794479
2013,2013010911,1,1,3,0,1,2,126.5003762,35.28273427
2013,2013011116,1,1,0,1,3,0,128.44225573,35.27218547
2013,2013011218,0,2,1,2,7,0,127.44272448,37.28064195
2013,2013011123,0,1,6,2,4,2,128.44941216,35.73022902
2013,2013011616,1,1,12,2,7,0,129.11431826,35.16805465
2013,2013011720,0,1,12,2,4,0,129.02707514,35.16935742
2013,2013011607,1,1,1,2,7,2,126.75291246,37.67248988
2013,2013011510,1,2,13,0,4,2,127.78873462,37.09946126
2013,2013021305,0,1,2,0,0,0,128.01147901,36.18271769
2013,2013031504,0,2,2,0,0,0,128.15893127,36.58970855
2013,2013012110,1,8,2,1,2,0,128.16047997,36.60615211
2013,2013013003,0,1,2,0,0,0,128.2776949,36.15391339
2013,2013011200,0,1,8,0,5,0,127.75856154,37.84411539
2013,2013011100,0,1,3,2,4,2,127.67904614,34.76418352
2013,2013011105,0,1,3,2,4,2,127.64590521,34.776482
