year,date,day_night,casualty,city,accident_class,accident_subclass,road_type,longitude,latitude
2012,2012062015,1,1,1,1,2,0,127.48229634,37.15493351
2013,2013013019,0,1,4,2,7,0,127.1790739,36.87891316
2013,2013060420,0,1,5,2,7,0,126.82474943,35.52243296
2013,2013060215,1,1,2,0,1,0,128.60232549999998,35.63158971
2013,2013060215,1,1,2,0,0,2,128.15854906,36.42863065
2013,2013060912,1,1,15,1,3,0,126.35599623,33.463159499999996
2013,2013061006,1,1,0,0,4,2,128.63309856,35.23887365
2013,2013060802,0,1,11,2,7,0,126.91057916,37.52042049
2013,2013061805,0,1,2,1,3,0,128.26983763,36.03341722
2013,2013061801,0,1,0,1,3,0,127.67830717,35.56101513
2013,2013061623,0,1,0,2,4,2,128.68921755,35.27903524
2013,2013061709,1,1,1,1,3,0,127.35669706,37.63925971
2013,2013061423,0,1,0,2,9,0,128.45662743,35.59272223
2013,2013061510,1,1,12,0,4,0,129.03323354,35.17156338
2013,2013062119,0,1,14,2,4,0,129.31071576,35.54387976
2013,2013070309,1,1,9,0,1,2,127.40746341,36.41677084
2013,2013070304,0,1,11,0,0,1,127.0377467,37.57283243
2012,2012010319,0,1,11,2,7,0,127.03458713,37.66191758
2012,2012050921,0,1,2,2,4,0,129.40183181,35.94194695
2012,2012051019,0,2,2,2,10,0,128.24039886,35.67704988
2012,2012052100,0,1,12,2,7,0,128.99735809,35.10196277
2012,2012011902,0,1,11,1,3,2,127.04248125,37.59118426
2012,2012081808,1,1,9,2,7,2,127.43382678,36.34434086
2012,2012110218,0,1,15,2,4,2,126.83359056,33.53404013
2012,2012102017,1,4,2,0,0,0,128.52645312,36.85858879
2012,2012071811,1,1,4,0,4,0,126.80713925,36.21299876
2012,2012072613,1,1,3,2,7,0,127.66267029,34.77197982
2012,2012072902,0,1,15,2,7,0,126.57278634,33.52025834
2012,2012072302,0,7,4,0,1,2,126.60441797,36.34853094
2012,2012072723,0,1,11,2,7,0,127.02653085,37.50017497
2012,2012062703,0,1,8,1,3,0,128.22966785,37.50331393
2013,2013022318,0,1,1,2,4,2,126.75923629999998,37.50874308
2013,2013041923,0,1,0,2,6,0,128.34616289,34.9699
2013,2013111700,0,1,13,1,3,0,127.92999355,37.05173002
2013,2013102405,0,2,0,0,5,0,128.72220283,35.19181541
2013,2013112606,1,1,9,2,7,0,127.42406724,36.43337972
2013,2013110110,1,1,2,0,5,0,128.67888894,36.25100936
2013,2013111421,0,1,12,2,7,0,128.98599628,35.16078011
2014,2014110516,1,1,0,2,7,0,128.56020021,34.9012777
2014,2014110517,1,1,2,2,4,1,128.49747877,36.12649148
2014,2014110407,1,2,3,0,0,0,126.48739509,35.2814271
2014,2014110407,1,20,15,0,5,0,126.62590254,33.37244822
2014,2014110418,0,1,1,2,7,0,126.94774137,37.04040318
2014,2014110221,0,4,1,0,0,0,127.05319874,37.72139623
2014,2014111217,1,1,5,2,9,0,126.47636074,35.61856169
2014,2014100822,0,12,12,2,7,0,129.07327387,35.20383838
2014,2014100821,0,1,3,1,3,2,127.43049995,35.30979296
2014,2014100700,0,1,6,0,4,0,128.64103056,35.89551635
2014,2014100718,0,1,5,2,7,2,127.08375647,35.9178781
2014,2014100701,0,3,7,2,7,0,126.80398246,35.16180884
2014,2014100412,1,1,3,1,4,2,127.30283326,35.27682135
2014,2014101500,0,1,2,0,0,0,128.17000115,36.41896583
2014,2014101417,1,1,1,2,7,0,127.06840396,37.14851515
2014,2014101506,1,1,1,0,0,2,126.74942009,37.33389872
2014,2014101419,0,1,5,0,4,0,127.05075896,35.82976256
2014,2014101218,0,2,13,0,4,0,127.72319842,36.12721815
2014,2014101023,0,1,12,2,6,0,129.17943144,35.32223149
2014,2014102115,1,1,3,2,4,2,126.64026357,34.41361189
2014,2014101620,0,3,3,0,0,2,126.6897159,34.88825921
2014,2014101618,0,2,1,0,0,0,127.19805175,38.01743981
2014,2014101913,1,1,4,1,2,0,126.59521515,36.3329196
2014,2014102617,1,1,0,1,4,0,128.2530371,34.62332259
2014,2014102318,0,1,15,2,4,0,126.53361566,33.48997028
2014,2014102122,0,1,3,2,7,0,127.72302337,34.73769781
2014,2014102410,1,1,12,1,3,0,128.92697024,35.0977176
2014,2014102919,0,1,1,2,4,2,127.51810812,37.29232619
2014,2014103021,0,1,2,2,4,0,128.34807734,36.11719625
2014,2014102922,0,1,13,0,0,0,127.31698655,36.58923485
2014,2014110723,0,1,2,0,1,2,128.11924751,36.15813728
2014,2014110605,0,1,5,2,6,0,126.65876744,35.38477598
2014,2014110321,0,1,3,1,3,0,126.73139268,35.03445551
2014,2014110218,0,1,4,0,4,0,127.26391675,36.76954763
2014,2014110506,1,1,1,2,7,0,127.25317185,37.01327082
2014,2014111123,0,1,1,1,3,0,127.49153909,37.18406833
2014,2014111315,1,1,1,0,4,2,126.7603655,37.72971999
2014,2014111303,0,1,0,0,0,0,128.41948649,34.95188279
2014,2014111222,0,1,9,2,7,0,127.43316191,36.35297726
2014,2014111315,1,1,6,2,4,0,128.48627967,35.88527483
2014,2014111308,1,1,11,2,6,2,126.96504996,37.56727054
2014,2014082717,1,1,1,0,1,2,126.77829054,37.84700068
2014,2014082711,1,2,2,0,4,0,129.22177304,35.99877195
2014,2014082319,0,1,4,0,4,1,127.01554721,36.74565478
2013,2013062608,1,1,13,2,7,2,127.64268658,37.11229281
2013,2013062319,0,3,12,1,3,2,128.89535608,35.16608682
2013,2013062409,1,1,5,0,1,2,126.71556989,35.9669492
2013,2013062405,0,1,2,1,3,2,128.72769126,35.80813075
2013,2013062407,1,1,0,0,1,2,128.12066865,35.19171291
2013,2013070112,1,1,4,0,0,0,127.01095322,36.79878655
2013,2013070706,1,2,11,1,3,4,126.98255826,37.51618791
2013,2013070722,0,1,11,2,4,1,127.13052578,37.52734343
2013,2013070416,1,1,4,0,4,2,126.48564558,36.80887974
2013,2013061401,0,1,0,2,4,2,128.11747962,35.18107114
2013,2013061322,0,1,1,2,7,2,127.07935254,37.00744554
2013,2013071817,1,1,1,2,7,2,127.03735861,37.27660561
2013,2013083119,0,1,1,0,4,0,127.05376151,36.94930845
2012,2012071304,0,1,2,0,0,0,128.361789,36.10581735
2012,2012040800,0,1,1,0,4,2,126.81609974,37.53393613
2012,2012013009,1,1,11,0,4,2,127.01927383,37.6243245
2012,2012020518,0,1,1,0,0,0,126.99177879999999,37.26041791
2012,2012103005,0,2,14,2,7,2,129.33771521,35.55631772
2012,2012081522,0,1,8,2,7,0,128.21463,38.03285215
2012,2012082517,1,2,5,0,5,0,126.95232838,35.43543845
2012,2012112503,0,1,2,0,4,0,129.35710522,36.22435512
2012,2012110906,1,1,2,2,6,0,128.16465929,36.4583466
2012,2012111004,0,2,1,0,0,0,126.86950082,37.30604389
2012,2012102618,0,1,1,2,7,2,127.10262098,37.24184934
2012,2012071918,0,1,4,1,3,0,127.35719569999999,36.78411978
2012,2012072414,1,2,3,0,1,2,126.40971348,34.75267979
2012,2012072621,0,1,15,0,4,0,126.86399469999999,33.52511748
2012,2012072612,1,1,14,1,2,0,129.43328045,35.52580364
2013,2013091120,0,2,2,0,0,0,128.23056498,35.70258966
2013,2013092816,1,6,0,0,5,0,128.18338174,35.70708638
2013,2013041923,0,1,6,2,4,0,128.69051402,35.87404787
2013,2013051414,1,1,11,2,7,0,127.13174147,37.51026648
2013,2013030900,0,2,1,0,1,2,127.19223126,37.26156838
2013,2013083108,1,1,11,2,6,1,127.0620733,37.59959602
2013,2013100710,1,4,4,0,5,0,127.01718166,36.43533951
2013,2013100723,0,1,1,2,6,0,126.68765915,37.75872311
2013,2013100219,0,1,0,0,4,0,128.49451664,34.83653065
2013,2013090712,1,1,12,0,4,0,129.04227307,35.09378996
2014,2014062918,0,3,13,1,4,0,127.36716306,36.88556444
2014,2014070118,0,1,2,0,1,2,128.54355117,36.27059438
2014,2014062917,1,1,5,2,4,2,127.07521266,35.91339428
2014,2014070111,1,1,4,2,7,0,126.80426086,36.45074107
2013,2013100715,1,2,3,0,5,0,126.65905227,34.32795409
2013,2013101723,0,1,6,0,4,0,128.66898522,35.87664845
2014,2014050919,0,2,11,0,1,2,126.89384239,37.49800929
2014,2014061423,0,1,11,2,7,2,127.0283627,37.63501501
2014,2014040213,1,1,3,0,1,2,126.75580287,35.27244788
2014,2014042619,0,2,3,0,1,2,126.53739611,34.43424491
2013,2013080621,0,1,0,2,4,0,128.55403798,35.15910563
2013,2013052701,0,3,1,0,4,2,127.0272077,37.26840682
2013,2013060420,0,1,9,2,7,2,127.43496509,36.34239415
2013,2013061915,1,1,1,2,7,0,127.10179453,38.03252008
2013,2013052010,1,1,3,0,1,2,126.69304219,35.23046021
2013,2013060110,1,2,1,0,4,0,126.86986482,37.60352142
2013,2013012307,1,1,3,1,2,0,126.77095726,34.33341499
2013,2013123111,1,2,3,0,4,0,127.76436187,34.67665449
2013,2013111903,0,1,7,1,4,0,126.8423557,35.20434887
2013,2013111601,0,1,14,1,2,0,129.4124232,35.53260904
2013,2013021514,1,1,14,2,4,0,129.37429907,35.49333399
2013,2013091804,0,1,1,2,7,0,126.95804989,37.36705532
2013,2013032912,1,1,4,0,4,2,126.93151718,36.15625235
2013,2013041013,1,1,0,2,7,2,128.51156768,35.25283521
2013,2013072821,0,1,6,2,7,0,128.49555802,35.85559971
2013,2013080722,0,1,3,0,0,0,126.54842555,34.45883263
2014,2014062721,0,1,0,0,4,1,128.63915275,34.90021165
2014,2014062619,0,1,7,0,0,0,126.90907225,35.14372879
2014,2014062815,1,1,0,0,1,2,128.35264734,35.27524866
2014,2014082413,1,1,4,1,2,0,126.83535513,36.50501753
2014,2014082312,1,1,4,2,7,0,127.14431855,36.468754600000004
2014,2014083115,1,1,4,2,10,0,127.05807672,36.63472164
2014,2014090104,0,1,3,1,3,0,127.63282961,34.76142916
2014,2014090104,0,1,13,2,7,2,127.42241886,36.64303449
2014,2014090223,0,1,2,2,7,1,128.38318076,36.102123
2014,2014090303,0,3,3,2,4,0,127.72781635,34.74071893
2014,2014090702,0,1,4,2,7,2,127.17353297,36.83352755
2014,2014090704,0,1,2,2,4,0,128.41995868,36.10570035
2014,2014091322,0,1,11,2,7,0,126.88858064,37.50370576
2014,2014091300,0,4,3,0,4,1,127.63667049,34.80451175
2014,2014092018,0,1,0,2,7,2,128.86317216,35.23498605
2014,2014092020,0,1,0,2,7,0,128.06600678,35.19263897
2014,2014092117,1,3,10,0,5,0,126.38522565,37.70011803
2014,2014092111,1,1,1,0,4,0,126.98593049,37.27300314
2014,2014092218,0,2,3,1,2,0,126.46541948,34.53763991
2014,2014100400,0,3,10,0,0,0,126.64906028,37.51629304
2014,2014091823,0,1,13,2,4,0,128.18880301,37.0726899
2014,2014091822,0,1,0,1,3,0,128.46084615,35.08915266
2014,2014091819,0,1,2,2,7,0,128.41628627,36.13672346
2014,2014091820,0,2,15,0,5,0,126.70138141,33.55146796
2014,2014093002,0,1,0,2,10,2,128.69477385,34.88965979
2014,2014092815,1,2,0,0,5,0,128.52820089,35.31476482
2014,2014093006,1,1,10,1,2,0,126.67379383,37.38391618
2014,2014092920,0,1,10,2,4,0,126.65720569,37.43891694
2014,2014092919,0,2,0,1,3,0,127.69859069,35.45884267
2014,2014092921,0,3,8,0,0,0,128.90261401,37.76127809
2014,2014092915,1,1,4,0,4,2,127.14157409999999,36.81375653
2014,2014092914,1,1,0,1,4,0,128.1044202,35.17945985
2014,2014092607,1,1,14,0,1,2,129.34581392,35.62366252
2014,2014092619,0,1,6,2,7,0,128.55495329,35.87412492
2014,2014092809,1,1,7,2,10,0,126.90317018,35.15070611
2014,2014092605,0,1,0,2,7,0,128.41001125,34.83758898
2014,2014092723,0,5,6,0,1,2,128.53738783,35.85004916
2014,2014092818,0,3,1,0,5,0,127.27130006,37.46592938
2014,2014082202,0,1,13,2,7,0,127.46603939,36.58561123
2014,2014081906,1,2,11,2,4,0,126.87790158,37.54716713
2014,2014081618,0,1,11,2,6,0,126.92033028,37.46819915
2014,2014081601,0,1,1,2,7,0,127.06430335,38.03289184
2014,2014121716,1,1,3,1,8,0,126.88133825,34.47722132
2014,2014122607,1,1,1,0,4,0,126.69476544,37.79120974
2014,2014112620,0,1,2,2,4,0,129.20403523,35.85007368
2014,2014122910,1,2,2,0,4,0,129.21706156,35.99994831
2012,2012080513,1,1,13,0,4,2,127.49806640000001,37.01968431
2014,2014082010,1,1,5,2,4,2,126.88490448,35.54231146
2014,2014082615,1,1,5,0,5,0,126.64205679999999,35.44135956
2014,2014043022,0,3,5,0,4,2,127.27595045,35.66154498
2012,2012060515,1,1,5,0,1,2,127.29794415,35.32829117
2014,2014022709,1,1,12,0,4,2,129.12461608,35.17627474
2014,2014063006,1,1,2,2,4,2,128.33957362,36.200078000000005
2014,2014070209,1,1,2,1,3,0,128.27362201,36.22585567
2014,2014041922,0,1,3,2,7,0,127.71387932,34.75860844
2014,2014090600,0,1,1,2,7,0,127.21036183,37.23313883
2014,2014091816,1,1,11,2,4,0,127.13064831,37.54151314
2014,2014010913,1,1,1,2,7,0,127.15817682,37.43747046
2014,2014021100,0,3,4,0,5,0,126.73774648,36.88713322
2014,2014091019,0,1,0,2,10,2,128.69789306,35.149680700000005
2014,2014100318,0,1,5,2,4,0,126.55248339,35.36223781
2014,2014082914,1,2,0,0,1,2,128.45575429,35.63532129
2014,2014021500,0,1,2,1,2,0,128.2005147,36.179272499999996
2014,2014011723,0,1,0,2,7,0,128.73473658,35.50643557
2014,2014050901,0,1,2,2,6,0,128.60335141,36.81181918
2014,2014050815,1,2,11,0,0,0,127.01490863,37.54963021
2014,2014062500,0,1,4,0,5,2,127.11813052,36.82279737
2014,2014071217,1,1,13,0,1,0,127.95275377,37.02532902
2014,2014082022,0,1,3,1,2,0,126.44572321,34.577788899999994
2014,2014042302,0,1,11,2,7,0,126.87796183,37.50174847
2014,2014042014,1,4,13,1,3,0,127.66285005,36.63886466
2014,2014042722,0,1,14,0,1,2,129.36129103,35.56158136
2014,2014100805,0,1,1,2,7,2,126.81516223,37.4804717
2014,2014110718,0,2,5,0,1,2,126.97163174,35.93805648
2014,2014091515,1,1,12,2,4,0,128.9924111,35.15854638
2014,2014081813,1,1,1,0,1,2,127.219172,37.5315084
2014,2014032611,1,1,13,2,4,0,127.59892788,36.4957303
2014,2014102715,1,1,5,2,9,0,126.91302956,36.05915492
2014,2014102909,1,1,15,2,7,2,126.56768542,33.25205694
2014,2014102819,0,1,1,2,9,0,126.94377293,37.21256336
2014,2014110610,1,3,5,0,0,0,127.13529186,35.39151476
2014,2014110618,0,1,10,2,7,0,126.97692828,37.56242044
2014,2014110714,1,1,12,0,0,0,128.97297315,35.15640403
2014,2014110718,0,1,3,2,7,0,126.39384352,34.76463774
2014,2014092821,0,1,11,1,3,0,126.91799186,37.47809358
2014,2014100818,0,1,1,1,2,0,126.86222716,37.23730124
2014,2014100805,0,1,1,2,4,0,127.17292227,37.60741843
2014,2014100710,1,1,1,0,1,0,127.2417892,37.57973749
2014,2014100620,0,1,0,2,7,0,128.10902278,35.17958107
2014,2014062820,0,1,2,2,7,0,128.94890513,36.13241067
2014,2014062821,0,2,5,2,6,0,127.39454952,35.42089112
2014,2014062707,1,1,1,1,8,0,127.0252811,37.05917293
2014,2014062716,1,1,0,0,0,2,128.65259065,35.21293848
2014,2014062722,0,1,11,0,1,2,127.04588257,37.57388253
2012,2012011520,0,3,0,0,0,0,128.65209103,35.27394864
2014,2014051119,0,1,1,2,7,0,126.90896112,37.38820978
2014,2014081507,1,1,2,1,3,0,128.41497173,36.12707713
2014,2014042523,0,1,0,2,7,0,128.12497502,35.18031133
2014,2014051306,1,1,0,0,0,0,128.33004358,34.99540352
2014,2014102709,1,1,5,0,1,2,126.66119101,35.91684162
2014,2014101606,1,8,1,0,0,2,127.01594612,37.79116449
2014,2014091220,0,1,10,2,7,0,126.72015448,37.54366183
2014,2014091210,1,1,5,0,1,0,126.75776809999999,35.96349413
2014,2014012418,0,1,1,2,7,0,127.22099754,37.78511367
2014,2014051904,0,1,14,0,0,2,129.34147792,35.57756292
2014,2014072208,1,1,10,2,7,0,126.65382923,37.45868643
2014,2014040320,0,1,3,1,8,0,126.41099843,34.691373799999994
2014,2014040502,0,1,1,2,7,0,127.10644534,37.45340799
2014,2014040100,0,4,1,0,5,0,127.17964698,37.47368454
2014,2014040305,0,1,9,2,7,2,127.40048875,36.35802117
2014,2014033105,0,1,11,0,1,0,127.12929102,37.53672269
2014,2014040200,0,1,1,2,4,0,126.80516232,37.53069054
2014,2014041013,1,1,5,0,1,0,127.13903821,35.83091664
2014,2014041113,1,3,0,0,0,0,127.99505299,35.1409393
2014,2014040606,1,1,8,1,3,0,128.78334547,37.23515613
2014,2014040708,1,1,1,0,4,2,127.06487782,37.84291939999999
2014,2014041821,0,1,5,2,10,0,127.13465033,35.84133505
2014,2014041515,1,1,1,1,8,0,127.74255222,37.44479164
2014,2014042522,0,1,5,2,4,0,127.02196834,35.8213116
2014,2014042321,0,2,1,1,2,0,127.37060409,37.60684531
2014,2014042311,1,1,0,0,1,2,128.70908488,35.33290912
2014,2014042323,0,1,14,2,7,0,129.24630534,35.5604985
2014,2014042219,0,1,12,1,2,2,128.92977875,35.19686345
2014,2014042114,1,1,11,2,4,2,126.94757085,37.4868706
2014,2014122917,1,1,13,2,4,2,128.20475972,37.08051958
2014,2014122813,1,1,2,0,1,2,128.20282268,36.59864395
2014,2014122617,1,1,0,2,7,2,128.4031262,35.383045200000005
2014,2014122716,1,1,8,0,4,2,127.95204294,37.3970704
2014,2014122700,0,1,7,2,6,0,126.85487205,35.15220337
2014,2014122620,0,1,11,2,7,2,126.97412949,37.48693772
2014,2014122715,1,1,8,2,7,0,127.94321162,37.37849941
2014,2014111611,1,2,5,0,5,1,127.55541305,35.74938894
2014,2014111622,0,1,5,0,1,2,126.95376326,35.97143444
2014,2014111709,1,1,0,2,4,2,129.14531854,35.38187953
2014,2014112517,1,1,16,0,4,2,127.21373122,36.493651899999996
2014,2014112407,1,8,2,0,4,0,129.35237355,35.83516715
2014,2014112508,1,1,6,1,8,0,128.71149703,35.93749617
2014,2014112210,1,1,3,2,7,0,127.70618022,34.94010183
2014,2014112915,1,1,1,2,7,2,127.03466005,37.21017896
2014,2014120814,1,1,1,2,10,2,127.50290729,37.4929664
2014,2014120719,0,3,1,2,4,0,127.0073692,37.2613852
2014,2014120720,0,1,11,2,7,2,127.10604887,37.61492965
2014,2014120618,0,1,6,2,9,0,128.42834763,35.73115975
2014,2014120409,1,2,13,1,2,0,127.51457673,36.64406853
2014,2014121104,0,1,4,1,3,0,126.41256599,36.97491431
2014,2014121722,0,1,1,0,1,0,127.0124054,37.2883757
2014,2014121808,1,1,5,0,4,2,126.91420673,35.92258016
2014,2014122622,0,1,14,2,7,0,129.32096620000002,35.54938686
2014,2014122704,0,3,11,2,4,0,127.02689924,37.62450855
2014,2014122702,0,1,0,1,3,2,128.70929119,35.33124806
2014,2014121010,1,1,11,0,4,2,126.84017409,37.51850684
2014,2014112105,0,1,5,2,7,2,126.95619046,35.90371795
2012,2012011019,0,1,5,2,9,0,126.92755539,35.65055602
2014,2014011110,1,1,3,1,3,0,126.76466721,35.07827745
2013,2013121201,0,1,12,0,0,0,129.15992627,35.17229771
2013,2013081820,0,1,1,0,1,2,126.80274708,37.45938853
2014,2014092706,1,1,6,0,1,0,128.5243248,35.80781789
2014,2014092402,0,1,6,2,4,0,128.5014045,35.83526571
2013,2013011510,1,1,5,1,8,0,126.88188974,36.00447124
2013,2013041514,1,8,5,0,4,2,126.95990890000002,36.04448129
2014,2014122818,0,1,4,0,4,0,126.5535115,36.86641884
2014,2014051820,0,1,3,2,7,2,126.47285363,34.98293118
2014,2014061303,0,1,1,2,4,0,126.97035703,37.29829056
2014,2014073118,0,1,2,0,1,0,128.42454145,36.53155689
2014,2014040421,0,24,1,0,4,0,126.89449435,37.30053175
2014,2014040301,0,2,11,0,0,0,127.06643806,37.55410307
2014,2014033117,1,1,6,2,4,0,128.57638805,35.90934805
2014,2014040608,1,1,16,1,3,0,127.25767276,36.53474109
2014,2014041820,0,1,3,2,7,2,127.58931636,34.97242742
2014,2014050603,0,1,7,1,2,0,126.92278,35.24670583
2014,2014050707,1,2,3,0,4,2,126.95078993,35.30973799
2014,2014050515,1,1,11,0,4,2,126.97642479,37.55346782
2014,2014050509,1,1,5,0,1,0,127.65737569,36.00504096
2014,2014050505,0,1,0,1,3,0,128.48168359,35.54922514
2014,2014050712,1,1,3,1,8,1,126.76270229,34.31522101
2014,2014050304,0,1,1,2,7,2,126.735704,37.34734948
2014,2014050313,1,1,5,2,4,0,126.5000649,35.45169071
2014,2014050313,1,2,2,0,4,0,128.74570324,35.64298566
2014,2014050316,1,1,4,0,4,1,127.05187807,36.84505758
2014,2014041910,1,4,13,1,8,0,127.79809309999999,36.91119065
2014,2014042119,0,1,3,1,3,0,126.65241411,34.39348743
2014,2014042900,0,3,0,0,5,0,128.57045691,35.22394446
2014,2014042911,1,1,9,2,7,0,127.42364841,36.43953689
2014,2014050109,1,1,1,0,4,2,127.01133804,37.28769526
2014,2014051218,0,1,3,2,4,1,127.7299344,34.74420483
2014,2014051215,1,1,11,2,7,0,127.08560748,37.53186159
2014,2014051210,1,1,2,0,4,2,128.71903555,36.57007947
2014,2014051215,1,1,4,2,4,0,126.62277265,36.52298962
2014,2014051310,1,4,3,0,5,2,126.37794682,34.71182901
2014,2014040108,1,2,2,0,0,2,128.8133561,35.83502896
2014,2014040104,0,1,1,2,4,0,126.7795017,37.64966614
2014,2014033012,1,1,3,2,4,0,127.45483993,35.31650411
2014,2014032921,0,1,2,2,7,0,128.95352653,35.97718914
2014,2014031814,1,1,5,0,0,0,127.69441171,35.92251746
2014,2014032900,0,1,6,0,0,2,128.54882706,35.93622401
2014,2014032915,1,1,8,1,3,2,127.89656783,37.61927527
2014,2014032909,1,2,2,0,1,2,128.40256104,36.37965251
2014,2014032907,1,2,0,0,4,0,128.5588521,35.18152416
2014,2014032317,1,1,3,1,2,2,126.70072603,34.98409511
2014,2014032511,1,1,5,2,7,2,127.25818872,36.03595118
2014,2014040405,0,1,4,1,8,0,126.96408569,36.22062924
2014,2014040507,1,1,6,2,7,0,128.63923207,35.8914043
2014,2014040112,1,1,3,1,2,0,127.27014869,34.48458613
2014,2014041407,1,3,5,0,5,0,127.07689122,35.89371825
2014,2014100500,0,1,7,2,7,2,126.90166641,35.17165428
2014,2014100609,1,5,4,0,1,2,126.64748688,36.90027577
2014,2014100612,1,1,0,2,4,0,127.79607497,35.47894855
2014,2014101417,1,2,12,1,4,0,129.17555248,35.33842335
2014,2014101214,1,1,1,2,7,0,126.99831406,37.29696114
2014,2014101105,0,2,11,0,1,2,127.08022271,37.59131551
2014,2014101020,0,1,5,2,7,0,126.72411787,35.97856294
2014,2014101905,0,1,11,2,7,0,127.05150264,37.52462169
2014,2014101906,1,1,0,2,7,2,128.07408499,34.9285594
2014,2014101911,1,1,14,2,7,2,129.32090336,35.52709335
2014,2014101906,1,1,13,1,3,0,127.60175109,36.6222638
2014,2014101702,0,1,8,0,5,0,127.53033497,37.83460254
2014,2014101818,0,2,7,2,7,0,126.89425285,35.20879448
2014,2014101817,1,1,15,2,7,0,126.58731754,33.26773423
2014,2014102522,0,1,4,2,7,2,126.36901531,36.47279602
2014,2014102506,1,1,4,2,7,2,126.66687382,36.60472762
2014,2014102206,1,1,0,2,7,0,128.06214363,35.17557873
2014,2014102403,0,1,12,2,6,0,129.07581820000001,35.17462228
2014,2014102308,1,2,8,0,5,0,127.84541370000001,37.35039587
2014,2014102201,0,1,14,0,4,2,129.34155331,35.51719664
2014,2014102222,0,1,11,1,3,0,126.99634748,37.60940183
2014,2014110111,1,1,1,2,10,0,127.03404464,37.75767241
2014,2014103123,0,2,11,0,4,2,126.82079886,37.54731847
2014,2014110115,1,4,8,1,8,0,127.48006252,38.228993599999995
2014,2014110200,0,1,1,2,6,0,127.20450056,37.89510557
2014,2014110112,1,2,3,0,4,2,126.44781498,34.76949853
2014,2014102914,1,1,10,2,7,0,126.51982238,37.65469828
2014,2014102912,1,1,3,2,7,0,127.69726272,34.75063772
2014,2014103011,1,1,8,0,1,2,127.74621,37.86214103
2014,2014103017,1,1,3,0,4,2,126.89727474,34.99705156
2013,2013030906,1,1,12,2,7,2,128.97730833,35.13932865
2013,2013040600,0,2,11,0,4,0,126.93171554,37.46105258
2013,2013030900,0,2,0,0,0,0,128.6509233,35.21390108
2013,2013030300,0,1,0,1,8,0,128.276129,35.55068743
2013,2013030300,0,1,1,2,6,0,127.56350261,37.29916116
2013,2013071108,1,1,11,2,7,0,126.89067972,37.54053676
2013,2013071500,0,1,3,2,7,0,126.40016522,34.80559693
2013,2013091719,0,2,2,2,7,0,128.59729854,36.14931063
2012,2012040915,1,4,0,1,2,0,127.98271499,35.06287324
2014,2014042105,0,1,0,1,3,0,128.48151079,35.11270143
2014,2014042004,0,1,6,2,4,2,128.53701103,35.84203204
2014,2014042212,1,3,5,1,3,0,126.63007972,35.95126764
2014,2014031714,1,2,4,0,4,2,127.12653073,36.73466918
2014,2014032004,0,1,7,2,4,2,126.87198427,35.20723831
2014,2014032904,0,1,1,0,4,0,126.89836584,37.65025113
2014,2014032919,0,1,5,0,4,0,126.97721121,35.99750274
2014,2014032717,1,1,8,1,4,0,127.9981258,37.41394822
2014,2014032713,1,2,0,0,0,0,128.74316632,35.10782973
2014,2014032701,0,1,11,2,4,0,127.04299808,37.58075769
2014,2014032614,1,1,3,0,4,2,127.13963100000001,34.53826234
2014,2014032418,0,1,5,0,4,0,127.57410132,35.84048809
2014,2014032503,0,2,11,1,3,2,126.97956709,37.50206855
2013,2013070300,0,1,2,0,4,0,128.78782245,35.87729924
2013,2013062912,1,2,15,1,4,2,126.32236374,33.25054391
2013,2013063005,0,1,12,1,3,0,129.03982711,35.16142409
2013,2013062919,0,2,7,0,0,0,126.80456696,35.20018832
2013,2013062922,0,1,4,1,4,0,126.68346946,36.9025297
2013,2013062920,0,2,8,0,0,0,129.10191232,37.54146923
2013,2013063020,0,1,2,2,7,0,129.31694113,35.74449632
2013,2013062910,1,1,5,1,4,0,126.53214987,35.66024427
2013,2013062909,1,1,2,2,4,2,129.36037164,36.05051811
2013,2013070817,1,4,13,0,1,0,127.28079218,36.63932421
2013,2013052020,0,1,5,2,7,2,126.51035902,35.65974257
2013,2013052014,1,2,4,0,5,2,126.41928513,36.73585611
2013,2013051815,1,1,8,0,4,0,127.66048374,38.06292633
2013,2013052709,1,3,1,0,5,0,126.85780206,37.25259194
2013,2013052809,1,1,4,2,6,0,127.14929491,36.16824956
2013,2013052905,0,2,6,0,5,4,128.65069972,35.87841176
2013,2013060520,0,1,13,2,4,0,128.26600412,37.18177278
2013,2013060607,1,1,4,0,1,2,126.80397389,36.45538216
2013,2013060604,0,1,6,2,7,0,128.59299661,35.85669114
2013,2013060505,0,2,4,0,1,2,126.61709702,36.50445827
2013,2013060303,0,1,11,1,4,0,127.13686116,37.53018433
2013,2013060822,0,1,8,2,7,2,129.06961544,37.48863132
2013,2013061018,0,1,4,1,2,2,126.75492378,36.64200081
2013,2013060901,0,3,5,2,7,0,127.12293092,35.81409715
2013,2013061720,0,1,10,2,6,0,126.5184617,37.73645318
2013,2013061715,1,2,1,0,4,2,127.13987556,37.37610451
2013,2013061622,0,1,0,2,4,0,127.80420600000001,35.13994558
2013,2013061705,0,2,4,1,3,0,126.53956177,36.32106321
2013,2013061520,0,3,8,0,4,2,128.94269869,37.73700906
2013,2013061316,1,2,8,1,3,0,128.04275873,38.21034728
2014,2014040822,0,1,10,2,7,2,126.72040147,37.52537528
2014,2014041509,1,2,4,0,4,2,126.83293449,36.886948499999995
