"발생년","발생년월일시","발생분","주야","요일","사망자수","사상자수","중상자수","경상자수","부상신고자수","발생지시도","발생지시군구","사고유형_대분류","사고유형_중분류","사고유형","법규위반_대분류","법규위반","도로형태_대분류","도로형태","당사자종별_1당_대분류","당사자종별_1당","당사자종별_2당_대분류","당사자종별_2당","발생위치X_UTMK","발생위치Y_UTMK","경도","위도"
"2012","2012010818","25","야간","일",1,1,0,0,0,"전북","장수군","차대차","정면충돌","정면충돌","운전자법규위반","중앙선 침범","기타/불명","기타/불명","이륜차","소형","화물차","대형","999835  ","1730526 ",127.49817908,35.57075866
"2012","2012010514","43","주간","목",1,1,0,0,0,"인천","강화군","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","중형","00","00","913254  ","1970694 ",126.51585775,37.73169064
"2012","2012010501","25","야간","목",1,1,0,0,0,"경기","안산시","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","교차로","교차로부근","승용차","대형","00","00","936170  ","1926223 ",126.77946847,37.33282362
"2012","2012011221","05","야간","목",1,1,0,0,0,"경북","영천시","차대사람","기타","기타","운전자법규위반","안전운전 의무 불이행","기타/불명","기타/불명","화물차","소형","보행자","보행자","1135995 ","1785323 ",129.00991679,36.05531031
"2012","2012011223","50","야간","목",1,1,0,0,0,"전남","무안군","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","대형","00","00","895171  ","1675198 ",126.35030652,35.06641898
"2012","2012011120","54","야간","수",1,1,0,0,0,"서울","송파구","차대사람","횡단중","횡단중","운전자법규위반","안전운전 의무 불이행","단일로","횡단보도상","승합차","대형","보행자","보행자","966596  ","1943105 ",127.12215257,37.48658446
"2012","2012011019","15","야간","화",1,1,0,0,0,"경기","수원시","차대사람","횡단중","횡단중","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승합차","대형","보행자","보행자","955659  ","1918930 ",126.99926179,37.2680215
"2012","2012031305","15","야간","화",1,2,1,0,0,"전남","담양군","차대차","기타","기타","운전자법규위반","안전운전 의무 불이행","기타/불명","기타/불명","화물차","중형","승용차","대형","951886  ","1696293 ",126.97075329,35.26102762
"2012","2012022504","35","야간","토",1,2,1,0,0,"경남","거창군","차대차","정면충돌","정면충돌","운전자법규위반","중앙선 침범","단일로","기타단일로","화물차","소형","화물차","중형","1043633 ","1746254 ",127.9823726,35.71160325
"2012","2012021902","45","야간","일",1,1,0,0,0,"경남","밀양시","차대차","추돌","진행중 추돌","운전자법규위반","안전거리 미확보","단일로","기타단일로","승용차","중형","특수차","대형","1117593 ","1724618 ",128.79673635,35.51051837
"2012","2012040904","23","야간","월",1,2,1,0,0,"대구","동구","차대차","추돌","진행중 추돌","운전자법규위반","안전거리 미확보","단일로","기타단일로","특수차","대형","건설기계","건설기계","1103359 ","1769509 ",128.64558066,35.91677669
"2012","2012052005","32","야간","일",1,2,1,0,0,"대구","동구","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","화물차","중형","00","00","1107428 ","1766386 ",128.69024925,35.88818681
"2012","2012121110","10","주간","화",1,2,0,1,0,"경남","합천군","차대차","정면충돌","정면충돌","운전자법규위반","중앙선 침범","단일로","기타단일로","화물차","소형","승용차","대형","1062118 ","1744556 ",128.18658596,35.69530202
"2012","2012121501","00","야간","토",1,1,0,0,0,"경남","산청군","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","터널안","건설기계","건설기계","00","00","1043257 ","1697001 ",127.97559204,35.26753521
"2012","2012110603","50","야간","화",1,3,1,1,0,"충북","충주시","차대차","추돌","진행중 추돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","소형","화물차","대형","1019637 ","1898469 ",127.72094477,37.08463424
"2012","2012101617","05","주간","화",1,2,0,1,0,"충북","괴산군","차대차","추돌","진행중 추돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","화물차","소형","화물차","중형","1043976 ","1859656 ",127.99253274,36.73393852
"2012","2012101121","45","야간","목",1,2,0,1,0,"경북","김천시","차대차","추돌","진행중 추돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","화물차","중형","화물차","대형","1068878 ","1796816 ",128.26582853,36.16598944
"2012","2012081015","35","주간","금",1,1,0,0,0,"경북","영천시","차대차","측면직각충돌","측면직각충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","대형","화물차","대형","1130244 ","1783728 ",128.94582069,36.04172173
"2012","2012010102","10","야간","일",1,4,0,3,0,"서울","중구","차대차","측면직각충돌","측면직각충돌","운전자법규위반","신호위반","교차로","교차로내","승합차","중형","승용차","중형","955169  ","1952212 ",126.99234479,37.56818425
"2012","2012010501","20","야간","목",1,1,0,0,0,"경기","남양주시","차대사람","횡단중","횡단중","운전자법규위반","안전운전 의무 불이행","교차로","교차로내","화물차","소형","보행자","보행자","969395  ","1963650 ",127.15295429,37.67186137
"2012","2012010905","10","야간","월",1,1,0,0,0,"인천","부평구","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","원동기장치자전거","원동기장치자전거","00","00","932116  ","1946328 ",126.73186043,37.51374193
"2012","2012010812","00","주간","일",1,2,1,0,0,"경북","포항시","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승합차","소형","00","00","1160596 ","1783768 ",129.28262938,36.03754685
"2012","2012010900","05","야간","월",1,1,0,0,0,"경기","파주시","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","중형","00","00","936874  ","1980511 ",126.78273654,37.82216104
"2012","2012010616","45","주간","금",1,1,0,0,0,"경기","안양시","차대차","측면직각충돌","측면직각충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","자전거","자전거","승합차","대형","951779  ","1931768 ",126.95263841,37.38286756
"2012","2012011315","50","주간","금",1,3,0,1,1,"부산","연제구","차대차","측면직각충돌","측면직각충돌","운전자법규위반","신호위반","교차로","교차로내","승용차","중형","승용차","중형","1144638 ","1689129 ",129.07927192,35.18003018
"2012","2012122808","25","주간","금",1,1,0,0,0,"경북","김천시","차량단독","전도전복","전도전복","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","특수차","대형","00","00","1055850 ","1792698 ",128.12069108,36.12970373
"2012","2012112608","20","주간","월",1,1,0,0,0,"경남","양산시","차대차","추돌","진행중 추돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","중형","화물차","중형","1140774 ","1704453 ",129.04880089,35.32574291
"2012","2012091104","08","야간","화",1,3,1,1,0,"경기","안성시","차대차","추돌","진행중 추돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","화물차","중형","화물차","대형","967551  ","1896688 ",127.13498072,37.06822393
"2012","2012122619","40","야간","수",1,3,1,1,0,"경남","함양군","차량단독","전도전복","전도전복","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","중형","00","00","1014870 ","1742330 ",127.6643209,35.67707742
"2012","2012010215","40","주간","월",1,2,1,0,0,"경기","파주시","차대차","정면충돌","정면충돌","운전자법규위반","중앙선 침범","단일로","기타단일로","승용차","경형","화물차","경형","934676  ","1977018 ",126.75807888,37.79052587
"2012","2012010218","20","야간","월",1,1,0,0,0,"전남","해남군","차대사람","횡단중","횡단중","운전자법규위반","안전운전 의무 불이행","교차로","교차로부근","승합차","소형","보행자","보행자","890370  ","1636652 ",126.3027155,34.71839245
"2012","2012010816","55","주간","일",1,2,1,0,0,"경기","안산시","차대사람","길가장자리구역통행중","길가장자리구역통행중","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","중형","보행자","보행자","937766  ","1928061 ",126.79677805,37.34925163
"2012","2012011007","00","주간","화",1,1,0,0,0,"전남","담양군","차대사람","횡단중","횡단중","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","소형","보행자","보행자","953622  ","1705438 ",126.98958498,35.34339649
"2012","2012010918","10","야간","월",1,1,0,0,0,"울산","울주군","차대차","기타","기타","운전자법규위반","차로위반(진로변경 위반)","단일로","기타단일로","건설기계","건설기계","화물차","소형","1168054 ","1716992 ",129.35138888,35.43453008
"2012","2012052621","30","야간","토",1,1,0,0,0,"충남","당진시","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승합차","소형","00","00","924096  ","1847063 ",126.64818967,36.8622764
"2012","2012043017","20","주간","월",1,11,0,10,0,"경기","이천시","차대차","기타","기타","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","화물차","대형","승용차","중형","993320  ","1916094 ",127.42468259,37.24369101
"2012","2012030201","50","야간","금",1,1,0,0,0,"경남","함안군","차대차","추돌","진행중 추돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","화물차","소형","특수차","대형","1076132 ","1699825 ",128.33727356,35.29103608
"2012","2012012619","55","야간","목",1,2,1,0,0,"전북","남원시","차대차","정면충돌","정면충돌","운전자법규위반","중앙선 침범","단일로","기타단일로","승용차","소형","특수차","대형","1010602 ","1725111 ",127.61693143,35.52187697
"2012","2012020606","15","주간","월",1,2,0,1,0,"경기","용인시","차대차","추돌","진행중 추돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","화물차","대형","화물차","대형","981006  ","1915643 ",127.2858536,37.23945599
"2012","2012010205","30","야간","월",1,2,0,1,0,"경기","하남시","차대차","추돌","진행중 추돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","대형","승용차","대형","971517  ","1946420 ",127.17768689,37.51662919
"2012","2012012613","50","주간","목",1,1,0,0,0,"인천","중구","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","대형","00","00","910449  ","1943089 ",126.48711331,37.48270251
"2012","2012011811","40","주간","수",1,1,0,0,0,"인천","연수구","차대차","추돌","주정차중 추돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","화물차","경형","화물차","소형","919728  ","1934362 ",126.59300277,37.40490249
"2012","2012032222","58","야간","목",1,1,0,0,0,"인천","계양구","차대차","추돌","진행중 추돌","운전자법규위반","안전운전 의무 불이행","단일로","교량위","승용차","중형","승용차","소형","929883  ","1947448 ",126.70648827,37.52366922
"2012","2012060212","47","주간","토",1,1,0,0,0,"전남","영광군","차량단독","도로이탈","도로이탈 추락","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","화물차","대형","00","00","907725  ","1688900 ",126.48324328,35.17536581
"2012","2012060520","05","야간","화",1,3,0,2,0,"전남","장성군","차대차","추돌","주정차중 추돌","운전자법규위반","안전운전 의무 불이행","기타/불명","기타/불명","특수차","대형","화물차","대형","937042  ","1695391 ",126.80793927,35.25197357
"2012","2012070704","05","야간","토",2,12,3,6,1,"전남","장성군","차대차","추돌","진행중 추돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승합차","중형","승용차","중형","935778  ","1696935 ",126.79512902,35.26643475
"2012","2012072200","40","야간","일",1,1,0,0,0,"경기","의정부시","차대사람","횡단중","횡단중","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","중형","보행자","보행자","960757  ","1966240 ",127.05274009,37.69576073
"2012","2012071911","00","주간","목",1,1,0,0,0,"강원","춘천시","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","터널안","화물차","대형","00","00","1023907 ","1977906 ",127.77156349,37.80055262
"2012","2012062614","45","주간","화",2,2,0,0,0,"광주","광산구","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","기타/불명","기타/불명","승용차","중형","00","00","941296  ","1688789 ",126.85516934,35.19270477
"2012","2012080503","55","야간","일",1,2,1,0,0,"전북","완주군","차대차","기타","기타","운전자법규위반","차로위반(진로변경 위반)","단일로","기타단일로","불명","불명","승용차","중형","979401  ","1756175 ",127.2720156,35.80180456
"2012","2012120506","50","주간","수",1,1,0,0,0,"경기","양주시","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","중형","00","00","955536  ","1969403 ",126.99547413,37.72344367
"2012","2012122012","00","주간","목",1,1,0,0,0,"인천","남동구","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","화물차","소형","00","00","933735  ","1937299 ",126.75099127,37.43248186
"2012","2012101721","15","야간","수",3,35,26,6,0,"대구","동구","차대차","측면직각충돌","측면직각충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승합차","대형","승용차","중형","1110714 ","1765032 ",128.72646093,35.87561551
"2012","2012111715","05","주간","토",1,9,2,6,0,"경기","화성시","차대차","측면직각충돌","측면직각충돌","운전자법규위반","안전거리 미확보","단일로","기타단일로","승용차","중형","승합차","대형","964123  ","1909412 ",127.09581051,37.18279331
"2012","2012122419","30","야간","월",1,6,5,0,0,"전북","남원시","차량단독","전도전복","전도전복","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","화물차","소형","00","00","979550  ","1710305 ",127.27482598,35.38822162
"2012","2012051118","35","야간","금",1,3,2,0,0,"경북","울진군","차대차","추돌","진행중 추돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","화물차","대형","화물차","소형","1169105 ","1887449 ",129.39973138,36.97029995
"2012","2012051207","58","주간","토",1,1,0,0,0,"인천","부평구","차량단독","기타","기타","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","이륜차","중형","00","00","928931  ","1945861 ",126.69586898,37.50929311
"2012","2012051112","15","주간","금",1,2,0,1,0,"전남","영암군","차대차","측면직각충돌","측면직각충돌","운전자법규위반","신호위반","교차로","교차로내","승용차","중형","화물차","소형","905373  ","1641830 ",126.46595828,34.7665791
"2012","2012051002","15","야간","목",1,1,0,0,0,"대구","중구","차대사람","횡단중","횡단중","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","경형","보행자","보행자","1099673 ","1763499 ",128.60515125,35.86268353
"2012","2012051620","00","야간","수",1,2,0,1,0,"경기","광주시","차대차","추돌","진행중 추돌","운전자법규위반","안전거리 미확보","단일로","기타단일로","화물차","소형","화물차","중형","972604  ","1935664 ",127.19038729,37.41971201
"2012","2012051606","00","주간","수",1,1,0,0,0,"광주","남구","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","중형","00","00","939559  ","1676008 ",126.83713433,35.07745084
"2012","2012051410","00","주간","월",1,1,0,0,0,"충남","보령시","차량단독","기타","기타","운전자법규위반","기타(운전자법규위반)","단일로","기타단일로","화물차","경형","00","00","896464  ","1822874 ",126.34542611,36.3977838
"2012","2012052103","25","야간","월",1,1,0,0,0,"경기","군포시","차대차","측면직각충돌","측면직각충돌","운전자법규위반","안전운전 의무 불이행","교차로","교차로부근","승용차","중형","승용차","중형","949503  ","1929095 ",126.93033252,37.35855129
"2012","2012052014","10","주간","일",1,1,0,0,0,"서울","강북구","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","이륜차","중형","00","00","959111  ","1957112 ",127.03670794,37.6125326
"2012","2012052018","00","야간","일",1,2,0,1,0,"전남","장성군","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","소형","00","00","936695  ","1703796 ",126.80120147,35.32614299
"2012","2012052104","30","야간","월",1,1,0,0,0,"경기","김포시","차대차","추돌","진행중 추돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","중형","농기계","농기계","923531  ","1964397 ",126.60023017,37.72715535
"2012","2012052206","44","주간","화",1,1,0,0,0,"광주","광산구","차대사람","횡단중","횡단중","운전자법규위반","기타(운전자법규위반)","교차로","교차로부근","화물차","소형","보행자","보행자","933686  ","1678437 ",126.77453966,35.09928354
"2012","2012052111","36","주간","월",1,1,0,0,0,"전북","남원시","차대차","측면직각충돌","측면직각충돌","운전자법규위반","차로위반(진로변경 위반)","단일로","기타단일로","이륜차","중형","화물차","소형","991621  ","1714956 ",127.40769114,35.43033346
"2012","2012052705","10","야간","일",1,4,1,2,0,"대구","북구","차대차","추돌","주정차중 추돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","중형","특수차","소형","1093275 ","1766909 ",128.53352691,35.89435299
"2012","2012052508","20","주간","금",1,5,2,2,0,"경기","오산시","차대차","측면직각충돌","측면직각충돌","운전자법규위반","신호위반","교차로","교차로내","승용차","소형","승합차","대형","959766  ","1910187 ",127.04668421,37.18960145
"2012","2012052508","30","주간","금",1,1,0,0,0,"충남","서산시","차대사람","차도통행중","차도통행중","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","중형","보행자","보행자","912714  ","1856821 ",126.52276566,36.70538951
"2012","2012052600","52","야간","토",1,1,0,0,0,"충남","부여군","차량단독","전도전복","전도전복","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","중형","00","00","952108  ","1808066 ",126.96680804,36.26867576
"2012","2012060203","32","야간","토",1,1,0,0,0,"인천","계양구","차대사람","횡단중","횡단중","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","중형","보행자","보행자","931325  ","1948926 ",126.7226677,37.53709863
"2012","2012060112","35","주간","금",1,1,0,0,0,"경북","영덕군","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","소형","00","00","1154031 ","1830640 ",129.21901649,36.46099595
"2012","2012060703","20","야간","목",1,1,0,0,0,"경북","구미시","차대사람","기타","기타","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","소형","보행자","보행자","1083332 ","1789562 ",128.42575145,36.09946213
"2012","2012060305","20","야간","일",1,3,0,2,0,"전북","김제시","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","소형","00","00","955230  ","1764417 ",127.00426241,35.8754084
"2012","2012060408","30","주간","월",1,1,0,0,0,"전북","완주군","차대차","추돌","진행중 추돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","중형","원동기장치자전거","원동기장치자전거","969546  ","1771925 ",127.16556729,35.92550894
"2012","2012060909","26","주간","토",1,18,7,10,0,"충남","보령시","차대차","정면충돌","정면충돌","운전자법규위반","중앙선 침범","단일로","기타단일로","화물차","소형","승합차","대형","919365  ","1810661 ",126.60203743,36.28988769
"2012","2012060913","30","주간","토",1,2,1,0,0,"충남","서산시","차대차","측면직각충돌","측면직각충돌","운전자법규위반","신호위반","교차로","교차로내","승용차","대형","원동기장치자전거","원동기장치자전거","912945  ","1852830 ",126.52580543,36.66943744
"2012","2012060815","30","주간","금",1,1,0,0,0,"전남","장성군","차대차","측면직각충돌","측면직각충돌","운전자법규위반","교차로 통행방법 위반","교차로","교차로내","화물차","중형","승용차","중형","939819  ","1696780 ",126.83567076,35.2643378
"2012","2012060814","03","주간","금",1,1,0,0,0,"경북","포항시","차대차","측면직각충돌","측면직각충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","원동기장치자전거","원동기장치자전거","승용차","중형","1184888 ","1777162 ",129.55058499,35.97371496
"2012","2012060722","30","야간","목",1,1,0,0,0,"강원","홍천군","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","경형","00","00","1036418 ","1967669 ",127.91310762,37.70629568
"2012","2012060805","30","야간","금",1,2,1,0,0,"경북","포항시","차대차","측면직각충돌","측면직각충돌","운전자법규위반","안전운전 의무 불이행","고가도로위","고가도로위","승용차","소형","승합차","대형","1163090 ","1779653 ",129.30945249,36.00005021
"2012","2012060707","33","주간","목",1,1,0,0,0,"경기","광명시","차대차","추돌","주정차중 추돌","운전자법규위반","안전거리 미확보","단일로","기타단일로","원동기장치자전거","원동기장치자전거","화물차","소형","944655  ","1942220 ",126.87404563,37.47755346
"2012","2012042720","15","야간","금",1,2,1,0,0,"대구","달성군","차대차","기타","기타","운전자법규위반","과속","단일로","기타단일로","승용차","중형","농기계","농기계","1083555 ","1741190 ",128.42315401,35.66337217
"2012","2012042500","01","야간","수",1,1,0,0,0,"강원","횡성군","차대사람","차도통행중","차도통행중","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","대형","보행자","보행자","1042489 ","1943998 ",127.98066051,37.49426006
"2012","2012042506","20","주간","수",1,2,1,0,0,"인천","동구","차대차","정면충돌","정면충돌","운전자법규위반","신호위반","교차로","교차로내","승용차","중형","건설기계","건설기계","925089  ","1943201 ",126.65116668,37.4831659
"2012","2012043009","30","주간","월",1,1,0,0,0,"인천","연수구","차대사람","차도통행중","차도통행중","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","화물차","소형","보행자","보행자","924434  ","1936628 ",126.6459145,37.42585644
"2012","2012043021","25","야간","월",1,1,0,0,0,"경기","포천시","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","중형","00","00","987752  ","2002613 ",127.36045245,38.02346785
"2012","2012042721","00","야간","금",1,2,1,0,0,"경기","시흥시","차대차","측면직각충돌","측면직각충돌","운전자법규위반","신호위반","교차로","교차로내","승용차","중형","이륜차","소형","929070  ","1927315 ",126.69922392,37.34215064
"2012","2012050410","40","주간","금",1,4,0,2,1,"경기","평택시","차대차","측면직각충돌","측면직각충돌","운전자법규위반","신호위반","교차로","교차로내","승합차","중형","승용차","소형","964390  ","1894072 ",127.09954728,37.04452823
"2012","2012050420","00","야간","금",1,4,0,3,0,"충북","음성군","차대차","정면충돌","정면충돌","운전자법규위반","중앙선 침범","단일로","기타단일로","화물차","소형","화물차","중형","1003248 ","1883313 ",127.53647947,36.94821213
"2012","2012050213","25","주간","수",1,3,0,1,1,"충북","충주시","차대차","정면충돌","정면충돌","운전자법규위반","중앙선 침범","단일로","기타단일로","승용차","중형","화물차","소형","1042077 ","1901768 ",127.97360668,37.11363224
"2012","2012050223","30","야간","수",1,1,0,0,0,"전북","정읍시","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","대형","00","00","933619  ","1736054 ",126.73485139,35.61653158
"2012","2012050123","20","야간","화",1,1,0,0,0,"경기","부천시","차대사람","횡단중","횡단중","운전자법규위반","안전운전 의무 불이행","교차로","교차로부근","승합차","대형","보행자","보행자","937705  ","1942010 ",126.79546373,37.47521817
"2012","2012050121","00","야간","화",1,1,0,0,0,"경기","고양시","차대사람","횡단중","횡단중","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","중형","보행자","보행자","939043  ","1963012 ",126.80673447,37.663881
"2012","2012050615","50","주간","일",1,1,0,0,0,"전북","부안군","차량단독","전도전복","전도전복","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","이륜차","소형","00","00","932553  ","1746427 ",126.75436021,35.71181991
"2012","2012051321","16","야간","일",1,1,0,0,0,"경기","양평군","차대차","기타","기타","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","중형","이륜차","소형","1025804 ","1948445 ",127.79206913,37.53496038
"2012","2012051016","50","주간","목",1,1,0,0,0,"경북","문경시","차량단독","공작물충돌","공작물충돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","대형","00","00","1054765 ","1858309 ",128.11326769,36.72123483
"2012","2012051600","50","야간","수",1,1,0,0,0,"대구","수성구","차량단독","기타","기타","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","원동기장치자전거","원동기장치자전거","00","00","1110259 ","1760618 ",128.72081135,35.83587859
"2012","2012051519","55","야간","화",1,1,0,0,0,"전남","여수시","차대사람","기타","기타","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","소형","보행자","보행자","1008101 ","1641907 ",127.5885312,34.77163247
"2012","2012052322","47","야간","수",1,1,0,0,0,"전남","목포시","차대사람","횡단중","횡단중","운전자법규위반","보행자 보호의무 위반","단일로","횡단보도상","화물차","소형","보행자","보행자","897299  ","1645952 ",126.37724007,34.80296195
"2012","2012052322","50","야간","수",1,1,0,0,0,"충남","천안시","차대사람","기타","기타","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","중형","보행자","보행자","967837  ","1865176 ",127.1395377,36.78417319
"2012","2012052421","57","야간","목",1,1,0,0,0,"광주","북구","차대사람","횡단중","횡단중","운전자법규위반","보행자 보호의무 위반","단일로","횡단보도상","승용차","중형","보행자","보행자","945296  ","1686426 ",126.89926169,35.17162435
"2012","2012052306","40","주간","수",1,1,0,0,0,"충북","청주시","차대차","기타","기타","운전자법규위반","안전운전 의무 불이행","교차로","교차로내","승용차","중형","자전거","자전거","999597  ","1847112 ",127.49549291,36.62187444
"2012","2012052722","00","야간","일",2,2,0,0,0,"부산","해운대구","차대사람","횡단중","횡단중","운전자법규위반","안전운전 의무 불이행","단일로","횡단보도부근","승합차","대형","보행자","보행자","1154763 ","1688726 ",129.19780415,35.18214982
"2012","2012052602","50","야간","토",2,2,0,0,0,"대구","북구","차량단독","전도전복","전도전복","운전자법규위반","안전운전 의무 불이행","교차로","교차로부근","이륜차","중형","00","00","1099472 ","1766289 ",128.6021038,35.88815356
"2012","2012052619","10","야간","토",1,1,0,0,0,"인천","남동구","차대차","측면직각충돌","측면직각충돌","운전자법규위반","안전운전 의무 불이행","교차로","교차로내","승용차","중형","원동기장치자전거","원동기장치자전거","932660  ","1938310 ",126.73874898,37.44151635
"2012","2012053119","47","야간","목",1,1,0,0,0,"인천","남동구","차대사람","기타","기타","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승합차","중형","보행자","보행자","931515  ","1940813 ",126.72616235,37.46393236
"2012","2012053123","35","야간","목",1,2,0,0,1,"인천","부평구","차대사람","기타","기타","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","자전거","자전거","보행자","보행자","930251  ","1942643 ",126.71110835,37.48039059
"2012","2012053010","12","주간","수",1,2,0,1,0,"울산","북구","차대차","추돌","진행중 추돌","운전자법규위반","안전운전 의무 불이행","교차로","교차로부근","화물차","중형","승용차","중형","1167611 ","1738190 ",129.35089434,35.62563996
"2012","2012053108","45","주간","목",1,3,1,1,0,"경기","성남시","차대차","추돌","주정차중 추돌","운전자법규위반","안전운전 의무 불이행","단일로","기타단일로","승용차","소형","승용차","소형","969471  ","1938726 ",127.15480831,37.44729463
"2012","2012053104","45","야간","목",1,1,0,0,0,"충남","공주시","차대차","추돌","진행중 추돌","운전자법규위반","안전운전 의무 불이행","교차로","교차로부근","승용차","대형","화물차","중형","966646  ","1833953 ",127.1233008,36.51260288
"2012","2012060610","34","주간","수",1,1,0,0,0,"서울","양천구","차대차","측면직각충돌","측면직각충돌","운전자법규위반","중앙선 침범","교차로","교차로부근","자전거","자전거","승용차","대형","944960  ","1947393 ",126.87710779,37.52419662
"2012","2012060518","07","야간","화",1,1,0,0,0,"대구","수성구","차대차","측면직각충돌","측면직각충돌","운전자법규위반","안전운전 의무 불이행","교차로","교차로내","건설기계","건설기계","이륜차","소형","1103367 ","1765048 ",128.64508996,35.87656309
"2012","2012061110","05","주간","월",1,1,0,0,0,"전북","완주군","차대사람","횡단중","횡단중","운전자법규위반","보행자 보호의무 위반","교차로","교차로부근","건설기계","건설기계","보행자","보행자","954667  ","1758162 ",126.99816024,35.8188884
"2012","2012061018","00","야간","일",1,2,0,1,0,"광주","광산구","차대차","측면직각충돌","측면직각충돌","운전자법규위반","신호위반","교차로","교차로내","원동기장치자전거","원동기장치자전거","승용차","소형","938882  ","1688076 ",126.82870737,35.18613189
